trip_id,stop_id,arrival_time,departure_time,stop_sequence
4838917,576,20:35:00,20:35:00,1
4838917,567,20:36:00,20:36:00,2
4838917,730,20:37:00,20:37:00,3
4838917,731,20:38:00,20:38:00,4
4838917,732,20:41:00,20:41:00,5
4838917,733,20:41:00,20:41:00,6
4838917,734,20:42:00,20:42:00,7
4838917,735,20:43:00,20:43:00,8
4838917,613,20:44:00,20:44:00,9
4838917,614,20:44:00,20:44:00,10
4838917,615,20:45:00,20:45:00,11
4838917,616,20:46:00,20:46:00,12
4838917,617,20:47:00,20:47:00,13
4838917,618,20:47:00,20:47:00,14
4838917,619,20:48:00,20:48:00,15
4838917,620,20:48:00,20:48:00,16
4838917,622,20:49:00,20:49:00,17
4838917,623,20:49:00,20:49:00,18
4838917,624,20:50:00,20:50:00,19
4838917,625,20:51:00,20:51:00,20
4838917,4406,20:52:00,20:52:00,21
4838917,2645,20:53:00,20:53:00,22
4838917,627,20:54:00,20:54:00,23
4838917,628,20:55:00,20:55:00,24
4838917,629,20:55:00,20:55:00,25
4838917,631,20:56:00,20:56:00,26
4838917,632,20:57:00,20:57:00,27
4838917,634,20:58:00,20:58:00,28
4838917,635,20:59:00,20:59:00,29
4838917,636,20:59:00,20:59:00,30
4838917,637,20:59:00,20:59:00,31
4838917,638,21:00:00,21:00:00,32
4838917,642,21:03:00,21:03:00,33
4838917,644,21:03:00,21:03:00,34
4838917,645,21:04:00,21:04:00,35
4838917,646,21:04:00,21:04:00,36
4838917,648,21:05:00,21:05:00,37
4838917,649,21:06:00,21:06:00,38
4838917,650,21:06:00,21:06:00,39
4838917,651,21:07:00,21:07:00,40
4838917,652,21:07:00,21:07:00,41
4838917,654,21:08:00,21:08:00,42
4838917,655,21:08:00,21:08:00,43
4838917,656,21:10:00,21:10:00,44
4838917,657,21:10:00,21:10:00,45
4838917,659,21:11:00,21:11:00,46
4838917,660,21:12:00,21:12:00,47
4838917,661,21:13:00,21:13:00,48
4838917,662,21:17:00,21:17:00,49
4838917,4674,21:18:00,21:18:00,50
4838917,663,21:19:00,21:19:00,51
4838917,4417,21:19:00,21:19:00,52
4838917,4417,21:22:00,21:22:00,53
4838917,665,21:23:00,21:23:00,54
4838917,666,21:24:00,21:24:00,55
4838917,667,21:24:00,21:24:00,56
4838917,1057,21:25:00,21:25:00,57
4838917,4532,21:26:00,21:26:00,58
4838917,1058,21:27:00,21:27:00,59
4838917,1059,21:28:00,21:28:00,60
4838917,1060,21:28:00,21:28:00,61
4838917,1061,21:30:00,21:30:00,62
4838917,4726,21:34:00,21:34:00,63
4838917,1062,21:39:00,21:39:00,64
4838917,1314,21:40:00,21:40:00,65
4838917,669,21:42:00,21:42:00,66
4838917,670,21:43:00,21:43:00,67
